stazione_id;data;inquinante;valore
"4";2024-01-19;C6H6;2.5
"4";2024-01-19;CO_8h;1.1
"4";2024-01-19;NO2;63
"4";2024-01-19;PM10;45
"4";2024-01-19;PM25;38
"6";2024-01-19;C6H6;1.1
"6";2024-01-19;CO_8h;1
"6";2024-01-19;NO2;64
"6";2024-01-19;PM10;56
"6";2024-01-19;PM25;44
"7";2024-01-19;NO2;61
"7";2024-01-19;O3;7
"7";2024-01-19;PM10;41
"2";2024-01-18;C6H6;2.3
"2";2024-01-18;NO2;53
"2";2024-01-18;O3;16
"2";2024-01-18;PM10;44
"2";2024-01-18;PM25;33
"2";2024-01-18;SO2;2.5
"3";2024-01-18;NO2;69
"4";2024-01-18;C6H6;2.8
"4";2024-01-18;CO_8h;1.7
"4";2024-01-18;NO2;71
"4";2024-01-18;PM10;50
"4";2024-01-18;PM25;42
"6";2024-01-18;C6H6;1
"6";2024-01-18;CO_8h;1
"6";2024-01-18;NO2;70
"6";2024-01-18;PM10;46
"6";2024-01-18;PM25;36
"7";2024-01-18;NO2;67
"7";2024-01-18;O3;12
"7";2024-01-18;PM10;37
"2";2024-01-17;C6H6;2.9
"2";2024-01-17;NO2;61
"2";2024-01-17;O3;36
"2";2024-01-17;PM10;63
"2";2024-01-17;PM25;46
"2";2024-01-17;SO2;2.5
"3";2024-01-17;NO2;101
"4";2024-01-17;C6H6;3.1
"4";2024-01-17;CO_8h;1.8
"4";2024-01-17;NO2;79
"4";2024-01-17;PM10;63
"4";2024-01-17;PM25;48
"6";2024-01-17;C6H6;1.2
"6";2024-01-17;CO_8h;1.1
"6";2024-01-17;NO2;66
"6";2024-01-17;PM10;71
"6";2024-01-17;PM25;56
"7";2024-01-17;NO2;68
"7";2024-01-17;O3;39
"7";2024-01-17;PM10;57
"2";2024-01-16;C6H6;2.7
"2";2024-01-16;NO2;66
"2";2024-01-16;O3;36
"2";2024-01-16;PM10;56
"2";2024-01-16;PM25;40
"2";2024-01-16;SO2;2.5
"3";2024-01-16;NO2;77
"4";2024-01-16;C6H6;2.8
"4";2024-01-16;CO_8h;1.7
"4";2024-01-16;NO2;80
"4";2024-01-16;PM10;58
"4";2024-01-16;PM25;46
"6";2024-01-16;C6H6;1.3
"6";2024-01-16;CO_8h;1.2
"6";2024-01-16;NO2;87
"6";2024-01-16;PM10;64
"6";2024-01-16;PM25;52
"7";2024-01-16;NO2;79
"7";2024-01-16;O3;30
"7";2024-01-16;PM10;48
"2";2024-01-15;C6H6;3.1
"2";2024-01-15;NO2;47
"2";2024-01-15;O3;8
"2";2024-01-15;PM10;49
"2";2024-01-15;PM25;39
"2";2024-01-15;SO2;2.5
"3";2024-01-15;NO2;69
"4";2024-01-15;C6H6;3.1
"4";2024-01-15;CO_8h;1.7
"4";2024-01-15;NO2;64
"4";2024-01-15;PM10;47
"4";2024-01-15;PM25;39
"6";2024-01-15;C6H6;1.4
"6";2024-01-15;CO_8h;1.2
"6";2024-01-15;NO2;64
"6";2024-01-15;PM10;54
"6";2024-01-15;PM25;47
"7";2024-01-15;NO2;64
"7";2024-01-15;O3;6
"7";2024-01-15;PM10;39
"2";2024-01-12;C6H6;1.9
"2";2024-01-12;NO2;71
"2";2024-01-12;O3;24
"2";2024-01-12;PM10;36
"2";2024-01-12;PM25;25
"2";2024-01-12;SO2;2.5
"3";2024-01-12;NO2;
"4";2024-01-12;C6H6;
"4";2024-01-12;CO_8h;1.5
"4";2024-01-12;NO2;56
"4";2024-01-12;PM10;38
"4";2024-01-12;PM25;25
"6";2024-01-12;C6H6;0.5
"6";2024-01-12;CO_8h;0.8
"6";2024-01-12;NO2;66
"6";2024-01-12;PM10;46
"6";2024-01-12;PM25;31
"7";2024-01-12;NO2;61
"7";2024-01-12;O3;37
"7";2024-01-12;PM10;29
"2";2024-01-11;C6H6;1.3
"2";2024-01-11;NO2;35
"2";2024-01-11;O3;36
"2";2024-01-11;PM10;20
"2";2024-01-11;PM25;12
"2";2024-01-11;SO2;2.5
"3";2024-01-11;NO2;
"4";2024-01-11;C6H6;2.1
"4";2024-01-11;CO_8h;1.1
"4";2024-01-11;NO2;88
"4";2024-01-11;PM10;24
"4";2024-01-11;PM25;14
"6";2024-01-11;C6H6;0.5
"6";2024-01-11;CO_8h;1
"6";2024-01-11;NO2;52
"6";2024-01-11;PM10;24
"6";2024-01-11;PM25;21
"7";2024-01-11;NO2;57
"7";2024-01-11;O3;42
"7";2024-01-11;PM10;19
"2";2024-01-10;C6H6;1
"2";2024-01-10;NO2;31
"2";2024-01-10;O3;43
"2";2024-01-10;PM10;19
"2";2024-01-10;PM25;10
"2";2024-01-10;SO2;2.5
"3";2024-01-10;NO2;
"4";2024-01-10;C6H6;1.9
"4";2024-01-10;CO_8h;1.6
"4";2024-01-10;NO2;66
"4";2024-01-10;PM10;23
"4";2024-01-10;PM25;10
"6";2024-01-10;C6H6;0.5
"6";2024-01-10;CO_8h;1.4
"6";2024-01-10;NO2;39
"6";2024-01-10;PM10;21
"6";2024-01-10;PM25;12
"7";2024-01-10;NO2;51
"7";2024-01-10;O3;42
"7";2024-01-10;PM10;18
"2";2024-01-09;C6H6;1.6
"2";2024-01-09;NO2;55
"2";2024-01-09;O3;24
"2";2024-01-09;PM10;17
"2";2024-01-09;PM25;10
"2";2024-01-09;SO2;2.5
"3";2024-01-09;NO2;
"4";2024-01-09;C6H6;2.2
"4";2024-01-09;CO_8h;1.8
"4";2024-01-09;NO2;80
"4";2024-01-09;PM10;19
"4";2024-01-09;PM25;9
"6";2024-01-09;C6H6;0.5
"6";2024-01-09;CO_8h;1.6
"6";2024-01-09;NO2;70
"6";2024-01-09;PM10;23
"6";2024-01-09;PM25;15
"7";2024-01-09;NO2;77
"7";2024-01-09;O3;25
"7";2024-01-09;PM10;15
"2";2024-01-08;C6H6;1.3
"2";2024-01-08;NO2;38
"2";2024-01-08;O3;30
"2";2024-01-08;PM10;16
"2";2024-01-08;PM25;13
"2";2024-01-08;SO2;2.5
"3";2024-01-08;NO2;39
"4";2024-01-08;C6H6;1.7
"4";2024-01-08;CO_8h;1.2
"4";2024-01-08;NO2;60
"4";2024-01-08;PM10;20
"4";2024-01-08;PM25;16
"6";2024-01-08;C6H6;0.5
"6";2024-01-08;CO_8h;1.3
"6";2024-01-08;NO2;48
"6";2024-01-08;PM10;22
"6";2024-01-08;PM25;18
"7";2024-01-08;NO2;50
"7";2024-01-08;O3;33
"7";2024-01-08;PM10;13
"2";2024-01-05;C6H6;2.7
"2";2024-01-05;NO2;91
"2";2024-01-05;O3;25
"2";2024-01-05;PM10;42
"2";2024-01-05;PM25;26
"2";2024-01-05;SO2;6
"3";2024-01-05;NO2;98
"4";2024-01-05;C6H6;3
"4";2024-01-05;CO_8h;2.1
"4";2024-01-05;NO2;96
"4";2024-01-05;PM10;42
"4";2024-01-05;PM25;26
"6";2024-01-05;C6H6;1.4
"6";2024-01-05;CO_8h;1.9
"6";2024-01-05;NO2;88
"6";2024-01-05;PM10;56
"6";2024-01-05;PM25;37
"7";2024-01-05;NO2;97
"7";2024-01-05;O3;22
"7";2024-01-05;PM10;34
"2";2024-01-04;C6H6;2
"2";2024-01-04;NO2;49
"2";2024-01-04;O3;9
"2";2024-01-04;PM10;33
"2";2024-01-04;PM25;24
"2";2024-01-04;SO2;2.5
"3";2024-01-04;NO2;53
"4";2024-01-04;C6H6;2.1
"4";2024-01-04;CO_8h;1.3
"4";2024-01-04;NO2;65
"4";2024-01-04;PM10;32
"4";2024-01-04;PM25;23
"6";2024-01-04;C6H6;0.5
"6";2024-01-04;CO_8h;1.3
"6";2024-01-04;NO2;55
"6";2024-01-04;PM10;40
"6";2024-01-04;PM25;28
"7";2024-01-04;NO2;66
"7";2024-01-04;O3;11
"7";2024-01-04;PM10;28
"2";2024-01-03;C6H6;2.2
"2";2024-01-03;NO2;46
"2";2024-01-03;O3;3
"2";2024-01-03;PM10;30
"2";2024-01-03;PM25;22
"2";2024-01-03;SO2;2.5
"3";2024-01-03;NO2;44
"4";2024-01-03;C6H6;2.4
"4";2024-01-03;CO_8h;1.3
"4";2024-01-03;NO2;59
"4";2024-01-03;PM10;28
"4";2024-01-03;PM25;22
"6";2024-01-03;C6H6;1
"6";2024-01-03;CO_8h;1.5
"6";2024-01-03;NO2;57
"6";2024-01-03;PM10;36
"6";2024-01-03;PM25;28
"7";2024-01-03;NO2;56
"7";2024-01-03;O3;3
"7";2024-01-03;PM10;26
"2";2024-01-02;C6H6;1.6
"2";2024-01-02;NO2;31
"2";2024-01-02;O3;20
"2";2024-01-02;PM10;33
"2";2024-01-02;PM25;25
"2";2024-01-02;SO2;2.5
"3";2024-01-02;NO2;31
"4";2024-01-02;C6H6;1.8
"4";2024-01-02;CO_8h;1
"4";2024-01-02;NO2;45
"4";2024-01-02;PM10;47
"4";2024-01-02;PM25;38
"6";2024-01-02;C6H6;0.5
"6";2024-01-02;CO_8h;1.2
"6";2024-01-02;NO2;44
"6";2024-01-02;PM10;35
"6";2024-01-02;PM25;30
"7";2024-01-02;NO2;47
"7";2024-01-02;O3;15
"7";2024-01-02;PM10;30
